cik,series_id,name,series,total_assets,total_liabilities,cash,file_name
0001217286,S000002767,JPMorgan Trust I,JPMorgan Small Cap Blend Fund,472846569.82,34568336.48,16242.48,data/xml/5500.txt
0001217286,S000001447,JPMorgan Trust I,JPMorgan U.S. Equity Fund,15773065574.96,74796331.3,0.0,data/xml/5501.txt
0001217286,S000054775,JPMorgan Trust I,JPMorgan SmartRetirement 2060 Fund,224097016.58,2859819.6,48068.42,data/xml/5502.txt
0001217286,S000037366,JPMorgan Trust I,JPMorgan SmartRetirement Blend 2030 Fund,1490008458.35,11946310.55,302516.74,data/xml/5503.txt
0001217286,S000011874,JPMorgan Trust I,JPMorgan SmartRetirement 2020 Fund,5362135226.21,56966672.51,1630563.29,data/xml/5504.txt
0001217286,S000043249,JPMorgan Trust I,JPMorgan Hedged Equity Fund,7059955614.9,369774034.14,769482.89,data/xml/5505.txt
0001217286,S000037367,JPMorgan Trust I,JPMorgan SmartRetirement Blend 2035 Fund,1229209492.08,10160220.84,170268.84,data/xml/5506.txt
0001217286,S000018067,JPMorgan Trust I,JPMorgan SmartRetirement 2045 Fund,4219473540.68,53863732.09,1096122.76,data/xml/5507.txt
0001217286,S000026374,JPMorgan Trust I,JPMorgan Access Balanced Fund,522893081.44,4629686.22,287005.44,data/xml/5508.txt
0001217286,S000054776,JPMorgan Trust I,JPMorgan SmartRetirement Blend 2060 Fund,63568418.73,526543.3,24203.24,data/xml/5509.txt
0000766285,S000022508,AMANA MUTUAL FUNDS TRUST,Amana Growth Fund,2176499544.32,2875678.58,0.0,data/xml/551.txt
0001217286,S000002873,JPMorgan Trust I,JPMorgan Small Cap Core Fund,512652135.44,34439214.64,38736.87999999,data/xml/5510.txt
0001217286,S000018065,JPMorgan Trust I,JPMorgan SmartRetirement 2025 Fund,7062548510.92,80690281.55,2626796.79,data/xml/5511.txt
0001217286,S000011876,JPMorgan Trust I,JPMorgan SmartRetirement 2040 Fund,5933110768.02,73901049.35,2507879.12,data/xml/5512.txt
0001217286,S000037368,JPMorgan Trust I,JPMorgan SmartRetirement Blend 2040 Fund,1108708667.92,9169168.22,140595.78,data/xml/5513.txt
0001217286,S000002766,JPMorgan Trust I,JPMorgan Diversified Fund,1081596589.21,19372262.09,7971358.87,data/xml/5514.txt
0001217286,S000032550,JPMorgan Trust I,JPMorgan Equity Focus Fund,103340062.75,115898.43,3464.35,data/xml/5515.txt
0001217286,S000002849,JPMorgan Trust I,JPMorgan U.S. Large Cap Core Plus Fund,5567724745.89,1118390102.86,0.0,data/xml/5516.txt
0001217286,S000011871,JPMorgan Trust I,JPMorgan SmartRetirement Income Fund,3068876552.38,30784273.42,982315.12,data/xml/5517.txt
0001217286,S000002765,JPMorgan Trust I,JPMorgan U.S. Research Enhanced Equity Fund,4404951687.59,12797569.77,209960.31,data/xml/5518.txt
0001217286,S000002796,JPMorgan Trust I,JPMorgan Value Advantage Fund,12145869397.68,198955308.39,672753.38,data/xml/5519.txt
0000766285,S000026568,AMANA MUTUAL FUNDS TRUST,Amana Developing World Fund,33739001.3,32113.96,0.0,data/xml/552.txt
0001217286,S000002768,JPMorgan Trust I,JPMorgan Growth and Income Fund,776983842.06,693821.43,35518.89,data/xml/5520.txt
0001217286,S000002791,JPMorgan Trust I,JPMorgan Intrepid Sustainable Equity Fund,36958006.65,61269.04,6661.11,data/xml/5521.txt
0001217286,S000002793,JPMorgan Trust I,JPMorgan Mid Cap Equity Fund,1734068414.79,11682277.0,7981517.21,data/xml/5522.txt
0001217286,S000046345,JPMorgan Trust I,JPMorgan Opportunistic Equity Long/Short Fund,360703890.08,57559979.29,50504581.21,data/xml/5523.txt
0001217286,S000037473,JPMorgan Trust I,JPMorgan Emerging Markets Strategic Debt Fund,775035497.71,10647161.25,14009497.88,data/xml/5524.txt
0001217286,S000039804,JPMorgan Trust I,JPMorgan Global Research Enhanced Index Fund,3950137769.7,41077156.03,85819.67,data/xml/5525.txt
0001217286,S000002615,JPMorgan Trust I,JPMorgan Emerging Markets Equity Fund,7668920672.08,95649114.94,10252432.05,data/xml/5526.txt
0001217286,S000039327,JPMorgan Trust I,JPMorgan Systematic Alpha Fund,356982475.52,3022270.55,7784706.30999999,data/xml/5527.txt
0001217286,S000002614,JPMorgan Trust I,JPMorgan Research Market Neutral Fund,83910267.64,38384263.97,37430034.00999999,data/xml/5528.txt
0001217286,S000002602,JPMorgan Trust I,JPMorgan International Advantage Fund,2047928156.05,8409276.65,963088.01,data/xml/5529.txt
0000766285,S000004772,AMANA MUTUAL FUNDS TRUST,Amana Income Fund,1373396550.69,2164214.64,0.0,data/xml/553.txt
0001217286,S000002662,JPMorgan Trust I,JPMorgan Europe Dynamic Fund,558363883.33,17999003.34,15563905.94999999,data/xml/5530.txt
0001217286,S000002627,JPMorgan Trust I,JPMorgan International Value Fund,375169780.3,3898284.14,239359.97,data/xml/5531.txt
0001217286,S000002608,JPMorgan Trust I,JPMorgan Tax Aware Real Return Fund,758817829.47,14084987.01,2361180.69,data/xml/5532.txt
0001217286,S000031462,JPMorgan Trust I,JPMorgan Global Allocation Fund,3896411568.47,64397840.89,19781412.05999999,data/xml/5533.txt
0001217286,S000002600,JPMorgan Trust I,JPMorgan Tax Aware Equity Fund,1320286826.12,840082.44,4948.57,data/xml/5534.txt
0001217286,S000034585,JPMorgan Trust I,JPMorgan International Unconstrained Equity Fund,2843868657.97,6075674.29,881594.76,data/xml/5535.txt
0001217286,S000002623,JPMorgan Trust I,JPMorgan International Equity Fund,3018488203.78,12310869.45,7619128.91,data/xml/5536.txt
0001217286,S000015698,JPMorgan Trust I,JPMorgan Income Builder Fund,14448079146.52,406134502.33,6100840.66,data/xml/5537.txt
0001500604,S000052564,Janus Detroit Street Trust,Janus Henderson Small/Mid Cap Growth Alpha ETF,110170415.84,33567.43,0.0,data/xml/5538.txt
0001500604,S000054083,Janus Detroit Street Trust,The Obesity ETF,11919358.99,7221.01,0.0,data/xml/5539.txt
0000004405,S000008817,AMCAP Fund,AMCAP Fund,69415769145.0,138501930.86,0.0,data/xml/554.txt
0001500604,S000054084,Janus Detroit Street Trust,The Organics ETF,6647263.26,2458.5,0.0,data/xml/5540.txt
0001500604,S000052563,Janus Detroit Street Trust,Janus Henderson Small Cap Growth Alpha ETF,46118232.41,14104.59,0.0,data/xml/5541.txt
0001500604,S000054082,Janus Detroit Street Trust,The Long-Term Care ETF,34070338.63,10327.71,1059.18,data/xml/5542.txt
0001500604,S000063007,Janus Detroit Street Trust,Janus Henderson Mortgage-Backed Securities ETF,698595882.09,407869608.31,6405218.71,data/xml/5543.txt
0001500604,S000063007,Janus Detroit Street Trust,Janus Henderson Mortgage-Backed Securities ETF,698595882.09,407869608.31,6405218.71,data/xml/5544.txt
0000887215,S000004905,The Jensen Quality Growth Fund Inc.,Jensen Quality Growth Fund,8467731990.4,7160092.56,0.0,data/xml/5545.txt
0001631942,S000048934,John Hancock Collateral Trust,Collateral Trust Fund,2286355559.89,16796092.77,945.93,data/xml/5546.txt
0001478482,S000050955,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Consumer Discretionary ETF,39876488.92,55209.17,0.0,data/xml/5547.txt
0001478482,S000064927,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Media and Communications ETF,22629355.66,60402.92,0.0,data/xml/5548.txt
0001478482,S000050956,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Financials ETF,35029888.23,54021.78,0.0,data/xml/5549.txt
0000004568,S000008801,American Balanced Fund,American Balanced Fund,164957188391.44,3990435323.58,42114303.43,data/xml/555.txt
0001478482,S000050077,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Large Cap ETF,923390370.22,2820211.75,0.0,data/xml/5550.txt
0001478482,S000055737,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Developed International ETF,496078867.76,351596.58,301961.06,data/xml/5551.txt
0001478482,S000052477,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Materials ETF,19954208.36,47171.2,0.0,data/xml/5552.txt
0001478482,S000052478,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Utilities ETF,37216029.29,53247.63,0.0,data/xml/5553.txt
0001478482,S000050958,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Technology ETF,43308461.8,58691.74,0.0,data/xml/5554.txt
0001478482,S000050079,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Mid Cap ETF,1620800220.42,1711924.0,0.0,data/xml/5555.txt
0001478482,S000050957,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Healthcare ETF,40233206.47,57563.71,0.0,data/xml/5556.txt
0001478482,S000063017,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Emerging Markets ETF,776896642.15,3307094.23,1659151.55,data/xml/5557.txt
0001478482,S000052476,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Industrials ETF,28680796.16,50449.46,0.0,data/xml/5558.txt
0001478482,S000059464,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Small Cap ETF,522819157.4,321190.14,0.0,data/xml/5559.txt
0000809593,S000037191,AMERICAN BEACON FUNDS,American Beacon The London Company Income Equity Fund,1172069664.75,882057.16,0.0,data/xml/556.txt
0001478482,S000052474,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Consumer Staples ETF,30519570.9,50890.21,0.0,data/xml/5560.txt
0001478482,S000052475,John Hancock Exchange-Traded Fund Trust,John Hancock Multifactor Energy ETF,17733962.55,47065.52,0.0,data/xml/5561.txt
0001331971,S000023552,John Hancock Funds II,Alternative Asset Allocation Fund,562672635.04,237723.03,1.25,data/xml/5562.txt
0001331971,S000045160,John Hancock Funds II,Income Allocation Fund,6239975.12,33224.58,3165.82,data/xml/5563.txt
0001331971,S000028824,John Hancock Funds II,Multi-Index 2030 Preservation Portfolio,1382710055.47,142514.47,0.0,data/xml/5564.txt
0001331971,S000042852,John Hancock Funds II,Multi-Index 2035 Lifetime Portfolio,244269462.88,150909.15,0.0,data/xml/5565.txt
0001331971,S000003344,John Hancock Funds II,Mid Cap Stock Fund,1635753365.59,1042202.6,33393.68,data/xml/5566.txt
0001331971,S000028823,John Hancock Funds II,Multi-Index 2025 Preservation Portfolio,1251549325.86,140121.3,0.0,data/xml/5567.txt
0001331971,S000042849,John Hancock Funds II,Multi-Index 2020 Lifetime Portfolio,160106485.01,152744.19,0.0,data/xml/5568.txt
0001331971,S000042847,John Hancock Funds II,Multi-Index 2010 Lifetime Portfolio,36769933.21,2361064.95,0.0,data/xml/5569.txt
0000809593,S000052009,AMERICAN BEACON FUNDS,American Beacon Sound Point Floating Rate Income Fund,1206264287.04,47035710.65,2889381.41,data/xml/557.txt
0001331971,S000043436,John Hancock Funds II,Multi-Index Lifestyle Growth Portfolio,875668030.74,569561.13,0.0,data/xml/5570.txt
0001331971,S000017260,John Hancock Funds II,Emerging Markets Fund,269341058.05,456193.12,1246439.19,data/xml/5571.txt
0001331971,S000028822,John Hancock Funds II,Multi-Index 2020 Preservation Portfolio,607139660.33,85692.78,0.0,data/xml/5572.txt
0001331971,S000024677,John Hancock Funds II,Mid Value Fund,1279001641.82,325193.48,107144.9,data/xml/5573.txt
0001331971,S000037602,John Hancock Funds II,Fundamental Global Franchise Fund,485274269.07,118612.51,233.78,data/xml/5574.txt
0001331971,S000003324,John Hancock Funds II,International Value Fund,253634483.06,146438.59,5774787.08,data/xml/5575.txt
0001331971,S000003319,John Hancock Funds II,Global Bond Fund,90731228.07,49783675.97,3885236.36,data/xml/5576.txt
0001331971,S000028817,John Hancock Funds II,Multi-Index 2045 Preservation Portfolio,794989454.13,84980.85,0.0,data/xml/5577.txt
0001331971,S000042855,John Hancock Funds II,Multi-Index 2050 Lifetime Portfolio,132103649.76,59424.04,0.0,data/xml/5578.txt
0001331971,S000003317,John Hancock Funds II,Equity Income Fund,1827254234.03,241524.85,134268.78,data/xml/5579.txt
0000809593,S000031209,AMERICAN BEACON FUNDS,American Beacon SiM High Yield Opportunities Fund,1277704512.05,13952436.62,1637039.53,data/xml/558.txt
0001331971,S000034046,John Hancock Funds II,Health Sciences Fund,283880372.05,222681.96,3297.83,data/xml/5580.txt
0001331971,S000013658,John Hancock Funds II,Multimanager 2045 Lifetime Portfolio,770294141.76,93762.59,0.0,data/xml/5581.txt
0001331971,S000055171,John Hancock Funds II,U.S. Strategic Equity Allocation Fund,1326428547.15,173095.31,1078.84,data/xml/5582.txt
0001331971,S000020234,John Hancock Funds II,Floating Rate Income Fund,875355831.26,60608403.78,9277194.2,data/xml/5583.txt
0001331971,S000003313,John Hancock Funds II,Core Bond Fund,3265540629.54,384631951.99,100000.0,data/xml/5584.txt
0001331971,S000009779,John Hancock Funds II,International Small Company Fund,843330256.85,389935.33,8292699.59,data/xml/5585.txt
0001331971,S000003400,John Hancock Funds II,U.S. High Yield Bond Fund,254928228.2,7250802.84,49487.42,data/xml/5586.txt
0001331971,S000036500,John Hancock Funds II,Strategic Equity Allocation Fund,7671387028.51,1548426.94,9581051.15,data/xml/5587.txt
0001331971,S000003320,John Hancock Funds II,High Yield Fund,240779084.66,4102963.85,491613.03,data/xml/5588.txt
0001331971,S000013653,John Hancock Funds II,Multimanager 2020 Lifetime Portfolio,795877127.73,114333.85,0.0,data/xml/5589.txt
0000809593,S000029125,AMERICAN BEACON FUNDS,American Beacon Zebra Small Cap Equity Fund,95101717.8,2587001.96,0.0,data/xml/559.txt
0001331971,S000009820,John Hancock Funds II,Strategic Income Opportunities Fund,5493921452.34,71770381.55,17795674.32,data/xml/5590.txt
0001331971,S000040959,John Hancock Funds II,Global Equity Fund,737375011.8,206283.59,135840.48,data/xml/5591.txt
0001331971,S000042848,John Hancock Funds II,Multi-Index 2015 Lifetime Portfolio,45929650.24,22255.27,0.0,data/xml/5592.txt
0001331971,S000042850,John Hancock Funds II,Multi-Index 2025 Lifetime Portfolio,244146265.53,875113.62,0.0,data/xml/5593.txt
0001331971,S000042851,John Hancock Funds II,Multi-Index 2030 Lifetime Portfolio,266427648.53,114360.8,0.0,data/xml/5594.txt
0001331971,S000030799,John Hancock Funds II,Capital Appreciation Value Fund,1571790258.22,13182280.21,204445.38,data/xml/5595.txt
0001331971,S000013654,John Hancock Funds II,Multimanager 2025 Lifetime Portfolio,1236260129.73,141281.98,0.0,data/xml/5596.txt
0001331971,S000055170,John Hancock Funds II,International Strategic Equity Allocation Fund,1744302392.16,1173918.0,5642028.88,data/xml/5597.txt
0001331971,S000042853,John Hancock Funds II,Multi-Index 2040 Lifetime Portfolio,210631840.04,607161.64,0.0,data/xml/5598.txt
0001331971,S000053253,John Hancock Funds II,Multi-Index 2060 Preservation Portfolio,107986827.19,79167.61,0.0,data/xml/5599.txt
0000081443,S000064761,AB CAP FUND INC.,AB Multi-Manager Select 2060 Fund,1214121.16,23369.76,0.0,data/xml/56.txt
0000809593,S000064203,AMERICAN BEACON FUNDS,American Beacon SSI Alternative Income Fund,239963228.13,68315070.32,64544769.47,data/xml/560.txt
0001331971,S000028821,John Hancock Funds II,Multi-Index Income Preservation Portfolio,342300957.21,59699.99,0.0,data/xml/5600.txt
0001331971,S000003311,John Hancock Funds II,Blue Chip Growth Fund,4098076426.92,1164647.8,500001.35,data/xml/5601.txt
0001331971,S000003311,John Hancock Funds II,Blue Chip Growth Fund,4098076426.92,1164647.8,500001.35,data/xml/5602.txt
0001331971,S000044503,John Hancock Funds II,Multi-Index 2055 Lifetime Portfolio,92124116.17,69039.66,0.0,data/xml/5603.txt
0001331971,S000013649,John Hancock Funds II,Multimanager 2010 Lifetime Portfolio,184586856.21,44745.28,0.0,data/xml/5604.txt
0001331971,S000003312,John Hancock Funds II,Capital Appreciation Fund,1772080786.66,1127147.13,0.0,data/xml/5605.txt
0001331971,S000009819,John Hancock Funds II,Small Cap Value Fund,632083512.46,1187604.26,19967.28,data/xml/5606.txt
0001331971,S000003356,John Hancock Funds II,Real Estate Securities Fund,437382469.63,773235.55,0.0,data/xml/5607.txt
0001331971,S000053255,John Hancock Funds II,Multi-Index 2060 Lifetime Portfolio,31092040.42,35068.37,0.0,data/xml/5608.txt
0001331971,S000009815,John Hancock Funds II,Science & Technology  Fund,291510672.95,233364.39,228415.53,data/xml/5609.txt
0000809593,S000046098,AMERICAN BEACON FUNDS,American Beacon Bahl & Gaynor Small Cap Growth Fund,45070989.79,49616.28,0.0,data/xml/561.txt
0001331971,S000013652,John Hancock Funds II,Multimanager 2015 Lifetime Portfolio,293868792.73,59962.34,0.0,data/xml/5610.txt
0001331971,S000028826,John Hancock Funds II,Multi-Index 2040 Preservation Portfolio,969430762.58,99274.85,0.0,data/xml/5611.txt
0001331971,S000028825,John Hancock Funds II,Multi-Index 2035 Preservation Portfolio,1224116272.93,125642.85,0.0,data/xml/5612.txt
0001331971,S000044502,John Hancock Funds II,Multimanager 2055 Lifetime Portfolio,227351083.15,41434.07,0.0,data/xml/5613.txt
0001331971,S000028818,John Hancock Funds II,Multi-Index 2050 Preservation Portfolio,640061100.64,73643.37,0.0,data/xml/5614.txt
0001331971,S000043435,John Hancock Funds II,Multi-Index Lifestyle Conservative Portfolio,190716907.65,36204.32,0.0,data/xml/5615.txt
0001331971,S000043433,John Hancock Funds II,Multi-Index Lifestyle Aggressive Portfolio,361348514.27,131951.46,43.47,data/xml/5616.txt
0001331971,S000003363,John Hancock Funds II,Small Cap Growth Fund,586755472.67,78870.79,0.05,data/xml/5617.txt
0001331971,S000003360,John Hancock Funds II,New Opportunities Fund,323521953.22,145015.11,0.0,data/xml/5618.txt
0001331971,S000003360,John Hancock Funds II,New Opportunities Fund,323521953.22,145015.11,0.0,data/xml/5619.txt
0000809593,S000056147,AMERICAN BEACON FUNDS,American Beacon ARK Transformational Innovation Fund,71152492.81,2547385.98,0.0,data/xml/562.txt
0001331971,S000027304,John Hancock Funds II,Emerging Markets Debt Fund,1093558941.22,4698537.25,895247.13,data/xml/5620.txt
0001331971,S000034047,John Hancock Funds II,Disciplined Alternative Yield Fund,92877783.87,12036222.23,0.0,data/xml/5621.txt
0001331971,S000013655,John Hancock Funds II,Multimanager 2030 Lifetime Portfolio,1226325612.73,138317.81,0.0,data/xml/5622.txt
0001331971,S000042854,John Hancock Funds II,Multi-Index 2045 Lifetime Portfolio,180974711.17,97093.94,0.0,data/xml/5623.txt
0001331971,S000044501,John Hancock Funds II,Multi-Index 2055 Preservation Portfolio,286452294.36,71316.26,0.0,data/xml/5624.txt
0001331971,S000044501,John Hancock Funds II,Multi-Index 2055 Preservation Portfolio,286452294.36,71316.26,0.0,data/xml/5625.txt
0001331971,S000013657,John Hancock Funds II,Multimanager 2040 Lifetime Portfolio,858060262.61,102597.61,0.0,data/xml/5626.txt
0001331971,S000013656,John Hancock Funds II,Multimanager 2035 Lifetime Portfolio,1052014252.14,121304.75,0.0,data/xml/5627.txt
0001331971,S000039618,John Hancock Funds II,Asia Pacific Total Return Bond Fund,304344979.01,92699.89,4684340.24,data/xml/5628.txt
0001331971,S000053254,John Hancock Funds II,Multimanager 2060 Lifetime Portfolio,98329831.17,31018.17,258.67,data/xml/5629.txt
0000809593,S000051599,AMERICAN BEACON FUNDS,American Beacon Bridgeway Large Cap Growth Fund,198345053.95,2179288.61,0.0,data/xml/563.txt
0001331971,S000003342,John Hancock Funds II,Multimanager Lifestyle Moderate Portfolio,3098485284.12,466120.99,0.0,data/xml/5630.txt
0001331971,S000003335,John Hancock Funds II,Multimanager Lifestyle Aggressive Portfolio,3731373585.76,1361716.7,0.0,data/xml/5631.txt
0001331971,S000057749,John Hancock Funds II,Retirement Income 2040 Fund,29578568.62,4533154.07,0.0,data/xml/5632.txt
0001331971,S000003338,John Hancock Funds II,Multimanager Lifestyle Conservative Portfolio,2396884177.07,451771.24,0.0,data/xml/5633.txt
0001331971,S000003339,John Hancock Funds II,Multimanager Lifestyle Growth Portfolio,10904695671.1,1183250.07,0.0,data/xml/5634.txt
0001331971,S000003337,John Hancock Funds II,Multimanager Lifestyle Balanced Portfolio,10618655135.42,1290117.49,0.0,data/xml/5635.txt
0001331971,S000035066,John Hancock Funds II,Multi-Asset Absolute Return Fund,550614117.43,690331.64,24873860.49,data/xml/5636.txt
0001331971,S000026718,John Hancock Funds II,Short Duration Credit Opportunities Fund,833444390.0,13836112.69,14798952.48,data/xml/5637.txt
0001331971,S000026718,John Hancock Funds II,Short Duration Credit Opportunities Fund,833444390.0,13836112.69,14798952.48,data/xml/5638.txt
0001331971,S000029556,John Hancock Funds II,Absolute Return Currency Fund,507278870.83,167723.97,0.23,data/xml/5639.txt
0000809593,S000064066,AMERICAN BEACON FUNDS,American Beacon AHL TargetRisk Fund,144212489.49,868692.4,6935198.89,data/xml/564.txt
0001331971,S000034045,John Hancock Funds II,Diversified Strategies Fund,10792275.26,284628.32,534968.93,data/xml/5640.txt
0001329954,S000015906,John Hancock Funds III,Global Shareholder Yield Fund,2042665935.23,6841948.24,46946241.38,data/xml/5641.txt
0001329954,S000028882,John Hancock Funds III,Disciplined Value Mid Cap Fund,14124329548.85,6979171.88,0.0,data/xml/5642.txt
0001329954,S000035055,John Hancock Funds III,U.S. Quality Growth Fund,1046103940.33,316647.3,0.0,data/xml/5643.txt
0001329954,S000001412,John Hancock Funds III,International Growth Fund,9913413603.21,20477799.72,460910.97,data/xml/5644.txt
0001329954,S000023715,John Hancock Funds III,Disciplined Value Fund,15394596544.61,7355089.89,0.0,data/xml/5645.txt
0001500096,S001500096,Kayne Anderson Midstream/ Energy Fund Inc.,KAYNE ANDERSON MIDSTREAM/ENERGY FUND INC.,812979590.0,279022388.0,2435746.33,data/xml/5649.txt
0000809593,S000058551,AMERICAN BEACON FUNDS,American Beacon Shapiro Equity Opportunities Fund,96942833.42,526624.84,0.0,data/xml/565.txt
0001083387,S000005029,Kinetics Mutual Funds,Kinetics Internet Fund Feeder 1,118925473.02,214553.21,0.0,data/xml/5650.txt
0001083387,S000017862,Kinetics Mutual Funds,Kinetics Alternative Income Fund Feeder 1,16480256.8,26329.01,0.0,data/xml/5651.txt
0001083387,S000005032,Kinetics Mutual Funds,Kinetics Global Fund Feeder 1,14454787.17,28463.12,0.0,data/xml/5652.txt
0001083387,S000005030,Kinetics Mutual Funds,Kinetics Paradigm Fund Feeder 1,780548075.44,532200.81,0.0,data/xml/5653.txt
0001083387,S000005031,Kinetics Mutual Funds,Kinetics Small Cap Opportunities Fund Feeder 1,271232126.03,171519.57,0.0,data/xml/5654.txt
0001083387,S000020819,Kinetics Mutual Funds,Kinetics Multi-Disciplinary Income Fund Feeder 1,35017836.19,37897.4,0.0,data/xml/5655.txt
0001083387,S000005035,Kinetics Mutual Funds,Kinetics Market Opportunities Feeder 1,86558743.25,70777.98,0.0,data/xml/5656.txt
0001083387,S000058593,Kinetics Mutual Funds,Kinetics Spin-Off and Corporate Restructuring Fund,21445903.25,74602.62,3325.25,data/xml/5657.txt
0001083387,S000005033,Kinetics Mutual Funds,Kinetics Medical Fund Feeder 1,16925196.99,25832.59,0.0,data/xml/5658.txt
0001113229,S000018837,Kinetics Portfolios Trust,Kinetics Alternative Income Portfolios,16603500.58,34634.36,0.0,data/xml/5659.txt
0000809593,S000035897,AMERICAN BEACON FUNDS,American Beacon Bridgeway Large Cap Value Fund,3620159732.83,2588631.76,56314.19,data/xml/566.txt
0001113229,S000007852,Kinetics Portfolios Trust,Kinetics Global Portfolio,14546165.25,129129.07,544.0,data/xml/5660.txt
0001113229,S000007855,Kinetics Portfolios Trust,Kinetics Small Cap Opportunities Portfolio,273885848.84,3044073.72,35811.87,data/xml/5661.txt
0001113229,S000007856,Kinetics Portfolios Trust,Kinetics Market Opportunities Portfolio,87453336.46,921717.87,4799.99,data/xml/5662.txt
0001113229,S000007854,Kinetics Portfolios Trust,Kinetics Medical Portfolio,17001556.91,66586.78,0.0,data/xml/5663.txt
0001113229,S000021885,Kinetics Portfolios Trust,Kinetics Multi-Disciplinary Income Portfolio,37579450.69,2417951.53,0.0,data/xml/5664.txt
0001113229,S000007853,Kinetics Portfolios Trust,Kinetics Paradigm Portfolio,825297106.36,25914863.88,840.83,data/xml/5665.txt
0001113229,S000007851,Kinetics Portfolios Trust,Kinetics Internet Portfolio,125599122.22,6676275.72,0.0,data/xml/5666.txt
0001113229,S000007851,Kinetics Portfolios Trust,Kinetics Internet Portfolio,125599122.22,6676275.72,0.0,data/xml/5667.txt
0001573386,S000041502,KP FUNDS,KP Retirement Path 2040 Fund,1525750505.94,107997.98,39935.67,data/xml/5669.txt
0000809593,S000058550,AMERICAN BEACON FUNDS,American Beacon Shapiro SMID Cap Equity Fund,7493834.67,402074.9,0.0,data/xml/567.txt
0001573386,S000041503,KP FUNDS,KP Retirement Path 2045 Fund,1210522457.55,87608.49,24326.54,data/xml/5670.txt
0001573386,S000065383,KP FUNDS,KP Retirement Path 2065 Fund,13445358.86,19771.4,233.01,data/xml/5671.txt
0001573386,S000041501,KP FUNDS,KP Large Cap Equity Fund,3221649791.03,23094570.57,0.0,data/xml/5672.txt
0001573386,S000041504,KP FUNDS,KP Retirement Path 2050 Fund,760313571.64,57641.76,13314.92,data/xml/5673.txt
0001573386,S000041505,KP FUNDS,KP Retirement Path 2055 Fund,282450108.48,23398.42,4985.09,data/xml/5674.txt
0001573386,S000041514,KP FUNDS,KP Retirement Path 2035 Fund,1651752879.47,118546.63,50553.34,data/xml/5675.txt
0001573386,S000041507,KP FUNDS,KP Small Cap Equity Fund,1368838245.62,6381785.1,0.0,data/xml/5676.txt
0001573386,S000041512,KP FUNDS,KP Retirement Path 2025 Fund,1450743875.31,104867.32,50868.65,data/xml/5677.txt
0001573386,S000041513,KP FUNDS,KP Retirement Path 2030 Fund,1466628580.29,106001.13,50106.6,data/xml/5678.txt
0001573386,S000041510,KP FUNDS,KP Retirement Path 2015 Fund,461187076.54,34333.72,16109.49,data/xml/5679.txt
0000809593,S000056176,AMERICAN BEACON FUNDS,American Beacon Alpha Quant Value Fund,4023138.72,6963.07,0.0,data/xml/568.txt
0001573386,S000041509,KP FUNDS,KP Fixed Income Fund,2499220269.42,162421889.94,0.0,data/xml/5680.txt
0001573386,S000041511,KP FUNDS,KP Retirement Path 2020 Fund,1064990665.2,77354.75,37295.77,data/xml/5681.txt
0001573386,S000041508,KP FUNDS,KP International Equity Fund,2108086936.14,1691725.48,0.0,data/xml/5682.txt
0001573386,S000041506,KP FUNDS,KP Retirement Path 2060 Fund,57827814.81,4789.59,1019.34,data/xml/5683.txt
0001293613,S001293613,Kayne Anderson MLP/ Midstream Investment Company,KAYNE ANDERSON MLP/MIDSTREAM INVESTMENT COMPANY,3001765225.0,1246549407.0,2256106.68,data/xml/5684.txt
0001324203,S000026907,Keeley Funds Inc.,Keeley Small Cap Dividend Value Fund,428684535.12,952350.15,0.0,data/xml/5685.txt
0001324203,S000034099,Keeley Funds Inc.,Keeley Mid Cap Dividend Value Fund,186448841.93,248038.67,0.0,data/xml/5686.txt
0001324203,S000018569,Keeley Funds Inc.,Keeley Small-Mid Cap Value Fund,66965639.75,241862.89,0.0,data/xml/5687.txt
0001547576,S000067123,Krane Shares Trust,KFA Dynamic Fixed Income ETF,8713864.28,1961.45,35437.15,data/xml/5688.txt
0001547576,S000065597,Krane Shares Trust,KFA Small Cap Quality Dividend Index ETF,30544030.03,12476.25,30227.41,data/xml/5689.txt
0000809593,S000046078,AMERICAN BEACON FUNDS,American Beacon AHL Managed Futures Strategy Fund,1020915485.73,15118734.03,91680518.87,data/xml/569.txt
0001547576,S000056904,Krane Shares Trust,KraneShares MSCI One Belt One Road Index ETF,12159563.47,20012.12,0.0,data/xml/5690.txt
0001547576,S000056904,Krane Shares Trust,KraneShares MSCI One Belt One Road Index ETF,12159563.47,20012.12,0.0,data/xml/5691.txt
